GB_ACC,logFC,P.Value,adj.P.Val,direction,Gene_Symbol
AK024607,0.0177527649725628,0.0113492092867943,0.0405929901617459,ns,NA
U80761,-0.0177472688827662,0.731159021392409,0.819951809825007,ns,NA
AY179170,-0.017746679536877,0.231898224334686,0.377699970940032,ns,STH
AV729072,0.0177450272792008,0.942413400929152,0.965194341477454,ns,SLC18B1
AK001076,-0.0177443026604829,0.521487940533855,0.658516556371722,ns,NA
AA911734,-0.0177382232413521,0.81154741883768,0.877487956304465,ns,NA
BE503322,-0.0177314231089576,0.750435405610161,0.833608510426079,ns,NA
W72564,-0.0177280036088643,0.241956930919249,0.389529047203754,ns,LINC01119
BC011763,0.0177209877061468,0.96718661960151,0.980352747755179,ns,TRIM4
AL023553,-0.0177192460793814,0.362095871772246,0.515891209566359,ns,POLR3H
AI741419,-0.0177191415322278,0.441894898355974,0.58982320079956,ns,NA
AA960991,-0.0177134042891103,0.957347013095794,0.974162976203079,ns,SFXN1
AL121756,-0.0177055696939652,0.0534833551196485,0.130071538704549,ns,SUN5
AI820626,-0.0177044908608197,0.362754015454067,0.51657284154241,ns,AAK1
AK026411,-0.0177023454367569,0.698780451553044,0.796379315539782,ns,ALDOB
AA410519,-0.0177018593994616,0.377997844565601,0.531448776780485,ns,FAM91A1
AI634422,0.0176993750243208,0.0106580072617066,0.0386754651550554,ns,FAM209B
R49389,-0.0176974861261185,0.0575335965548365,0.137460946217923,ns,NA
BE962679,-0.0176921343798853,0.918105276879332,0.94965180970854,ns,KMT2C
BF338291,-0.017684776868677,0.909129490138718,0.943658544112781,ns,FAM195B
NM_006471,0.0176774199827818,0.885614548811282,0.928687929228697,ns,MYL12A
BF223285,-0.017669593236747,0.681219896501251,0.783346223814516,ns,FGF14-IT1
BE674639,-0.0176573998136638,0.740589788073088,0.826656653709313,ns,NA
BC024025,-0.017655807996606,0.254293799173935,0.403795750713405,ns,RP11-764E7.1
AA974253,0.017651293503441,0.0205571809711468,0.0637059141109482,ns,NT5C1B
NM_005553,-0.0176459996901035,0.709601164190626,0.804413989952313,ns,KRTAP5-9
NM_005711,0.0176443747263755,0.12477915883761,0.242132042410404,ns,EDIL3
AI336842,0.0176429868461208,0.782078993809795,0.856340198667408,ns,NA
NM_153773,-0.0176402856946627,0.171580740108714,0.304792445991322,ns,ANKRD30BP2
BC029438,-0.0176393914809818,0.14712085595779,0.272464692136824,ns,FRRS1
BC041444,-0.0176372070320414,0.497431277154701,0.638378905868869,ns,WWTR1-AS1
BE549627,-0.0176370792746954,0.287270738112853,0.439496787420715,ns,NAT16
AK096357,-0.0176352136802462,0.482819186232004,0.625847437047575,ns,C17orf104
R31094,0.0176334302736225,0.00515378384956437,0.021810429862554,ns,PLAC4
BC029593,-0.0176330911514144,0.101003992503472,0.20781084397951,ns,LOC728114
M96843,-0.0176322279953505,0.241606816218753,0.389133912503951,ns,ID2B
AI761130,-0.0176305668075707,0.758776749103543,0.839629505182798,ns,NA
AI928387,-0.0176253302761813,0.711022350003589,0.805322983133809,ns,CYHR1
AW027331,-0.0176239505861706,0.716185445033452,0.809056671140408,ns,AK055055
NM_024505,-0.0176193657657651,0.247788316035053,0.396381467592923,ns,NOX5
NM_000765,-0.0176176131638313,0.357199958730436,0.511142705257311,ns,CYP3A7
NM_020344,0.0176144213311007,0.320897715261946,0.474860101978016,ns,SLC24A2
AI217154,-0.0176113442643226,0.452227781854545,0.599163412188798,ns,IZUMO2
AW873594,-0.0176018878613289,0.0192289706660963,0.0605449279324022,ns,PPP1R37
D31840,0.0175991605825421,0.0455165859620831,0.115136512697881,ns,ATN1
BF115824,0.0175985965547332,0.245505968125551,0.393641332821723,ns,NA
AY028778,-0.0175929017124727,0.48232362583367,0.625472293718341,ns,NT5C1A
T95152,-0.0175889540584553,0.584473680581187,0.709204166316662,ns,NA
J02761,-0.0175842999958622,0.289511111603208,0.441886403884969,ns,SFTPB
AA129444,-0.017583793359794,0.0313218555051709,0.0872688155863441,ns,FSTL5
BC001049,-0.0175835557680948,0.934159229683645,0.959865925856431,ns,UFD1L
AB051444,0.0175786735775656,0.160782764574288,0.29081370874,ns,NA
D16471,-0.0175709748447268,0.301190705932282,0.454943246572622,ns,NA
BF436672,-0.0175692295372958,0.0258361260077463,0.075648099381356,ns,BCL6B
AI653426,0.0175637652247485,0.0316621094948187,0.0879533461770364,ns,NA
AI633741,-0.0175624881628544,0.678961863350645,0.781704316289002,ns,LAMA1
AI925506,0.0175580063439824,0.363560586468136,0.517316753309823,ns,ZBP1
BC003517,-0.0175570085156727,0.785313858263613,0.85874588513607,ns,ATXN7L1
BG107149,-0.0175555240289262,0.906127856593039,0.942148703134043,ns,TIFA
NM_025041,0.0175527409252676,0.622600983288718,0.739192319405787,ns,C3orf36
AI936596,0.0175509276496453,0.0397240149224668,0.104160151092792,ns,PPP3R2
AF520802,0.0175270434663783,0.0752393009350466,0.167599785535167,ns,OFCC1
AI703450,-0.0175211884462434,0.0474479500583928,0.118827665269822,ns,NA
AK026440,-0.0175104794687981,0.683777000522098,0.785360645429207,ns,BCL2L14
BC026272,0.0175014612849704,0.871897547142241,0.919362989499597,ns,CCNC
NM_021257,0.0175002041303003,0.0190397980724401,0.0601428407387074,ns,NGB
BE384529,-0.0174955922101496,0.918872679277455,0.950135692452432,ns,RBMS1
NM_016170,-0.0174935224924198,0.186769012943366,0.323460902640834,ns,TLX2
NM_173502,0.0174914523473313,0.114071417491776,0.226859266722929,ns,PRSS36
BC035722,-0.017487295021902,0.105799322269088,0.214703425167674,ns,LINC01097
AW295338,-0.0174813514939092,0.682367001372692,0.784235969737723,ns,CAMK2G
AK022421,-0.0174746688895566,0.254152945591457,0.403654243517311,ns,NA
NM_002920,-0.0174707643700245,0.302669025361562,0.456479180478443,ns,RFX4
BC042736,0.017460573574962,0.249019120494196,0.397837620745072,ns,TEX26-AS1
AE000659,-0.017455734489074,0.0671713855447376,0.154382243866457,ns,T-Cell Receptor V-alpha region
AL355722,0.0174439814677254,0.112311195461544,0.224371778825083,ns,NA
AV686810,-0.0174418429046703,0.0744821043536802,0.166347243028651,ns,RHOB
BC029452,-0.0174395682108934,0.729599851202043,0.818723528266976,ns,NA
NM_053283,-0.017438732769067,0.281090145149321,0.432695645105131,ns,DCD
NM_013449,0.0174369319811194,0.855066226507114,0.907721485629955,ns,BAZ2A
AC004755,-0.0174294947640448,0.585241466668329,0.709852479842493,ns,ATP8B3
NM_000808,0.0174254977738557,0.193873254536422,0.332026719244806,ns,GABRA3
AW770718,-0.0174246392981776,0.680968696943241,0.783187706791521,ns,NA
AK056561,0.0174205897908735,0.470214576180464,0.615370313037686,ns,LINC00858
BC038777,-0.0174177559743316,0.0067788825602402,0.0271597911570977,ns,LINC00929
BF792268,-0.0174172224550786,0.601349740851108,0.722474281125053,ns,ARIH2OS
AV752058,0.0174170340764492,0.251528558444625,0.4006951398248,ns,PTPRG
L36861,0.0174162096266275,0.0158214555790686,0.0523448932900997,ns,GUCA1A
BC034417,-0.0174158931104453,0.267821440444292,0.418642518947395,ns,MAP3K19
BC041929,-0.0174128832029394,0.0622782095853374,0.145874071885573,ns,SSPN
AF235097,0.0174121634034594,0.574877037578082,0.701991788491924,ns,PPP1R3F
L11238,0.0174088996954511,0.137360936834736,0.259574146828907,ns,GP5
AK026674,-0.0174068823547255,0.954814810651332,0.972758208671167,ns,TCF4
BC027254,-0.0174035459860962,0.0767166196547587,0.170023729778644,ns,NA
NM_024670,-0.017402205345332,0.138497486304704,0.261026442335604,ns,SUV39H2
AA142893,-0.0174016436196065,0.392006906473008,0.544996601739681,ns,VASH1
NM_013357,-0.0174013324866999,0.129074012412423,0.247902902756449,ns,PURG
AY034472,-0.0174003210219964,0.697671546237466,0.795414307433233,ns,HBB
BE504201,0.0173976663430522,0.0177366094331258,0.0570364158847846,ns,NA
AF329092,0.0173961171427637,0.141012498554663,0.264298015772045,ns,FILIP1L
BE671045,-0.0173943322430721,0.817499516830944,0.881550026906671,ns,CRLS1
BG428861,-0.0173924368943932,0.379142768447765,0.53246905169434,ns,NA
AF327657,0.0173922828909956,0.00788614747112115,0.0306385552991633,ns,ABCA2
AA020789,0.0173859497246087,0.103771858799215,0.211805976925721,ns,LINC00174
BE858471,-0.0173803922925511,0.00652172968957401,0.0263635250582313,ns,FAM181B
AF090100,-0.0173727967844584,0.520533008532698,0.657702362052524,ns,AAK1
X87175,0.0173698026346258,0.37223269789236,0.526255673626476,ns,ETV1
AL110258,-0.0173697775241828,0.264126881175886,0.414588030973433,ns,AC003973.4
AI889739,-0.0173690015951924,0.00111486883331945,0.00617985498589928,ns,MYH11
AI255029,-0.0173686947391651,0.0526804929438034,0.128531082967295,ns,NA
AI739480,-0.0173659015907743,0.377883406400331,0.531342597161207,ns,PPIL6
AI970157,0.0173658122619518,0.920893665132625,0.951364622715286,ns,GCSH
AA743129,0.0173631916327648,0.469360768710801,0.614563535492221,ns,NA
NM_024966,0.017360894915317,0.846650363185276,0.901855203523259,ns,SEMA6D
AI955094,0.0173573706674568,0.744803341580005,0.829613397791328,ns,NA
BU858019,0.0173543002175407,0.0199618711840159,0.0623065480352436,ns,C1orf86
AA889976,-0.0173479196659694,0.594748881919407,0.717305346236133,ns,NA
BC038556,0.0173459800725446,0.0718802819144693,0.162174578046555,ns,LOC101928955
AI923492,-0.0173413632700932,0.907921622114187,0.943151875459306,ns,HLA-A
AF176703,-0.0173411175528271,0.714631500366941,0.807819223180919,ns,FBXO4
AA058586,-0.0173348077693447,0.068337727551285,0.15630423229169,ns,ILDR2
NM_021070,-0.0173347534242971,0.970907582723577,0.982750927090147,ns,LTBP3
AL136780,-0.0173334783568173,0.417614094715886,0.568017823883578,ns,SOX6
NM_006177,0.0173324053392387,0.170164830166048,0.302976946169543,ns,NRL
NM_001365,0.017326385887555,0.0867120676787247,0.186140723719122,ns,DLG4
BF432919,-0.0173221234612635,0.411601061444777,0.562817629056324,ns,NA
AF147404,-0.0173215505736151,0.656595063417953,0.76477192881856,ns,NA
NM_006831,-0.0173189981415565,0.928828640164302,0.956420048875648,ns,CLP1
AC005614,0.0173127180990043,0.0541516756973563,0.131287643827565,ns,ZNF780A
BC032795,0.0173078427663693,0.0110617130463372,0.0398281470595735,ns,LOC101927934
BF109873,-0.0173072125684055,0.0653877434746867,0.151282390780897,ns,PARP10
NM_144632,-0.0173014927033579,0.190784583248765,0.328219198140331,ns,TMEM182
AI057305,0.017298250081287,0.00155518731816356,0.00816746273746194,ns,NA
AK021842,-0.0172945939636362,0.0824297005277228,0.179301917191242,ns,ZNF362
NM_003927,-0.0172942444580544,0.253762169527713,0.403186028697436,ns,MBD2
BF063121,-0.0172938061693184,0.930764954957785,0.957664358505426,ns,KLHDC3
AW269528,-0.0172901929206661,0.264076142798321,0.414576272511546,ns,AP001630.5
NM_001299,0.0172900795363646,0.930355881775822,0.957395928636586,ns,CNN1
AK057223,-0.0172851002311671,0.403310716177964,0.555090871927199,ns,ANHX
AA827176,-0.0172827149571728,0.347266724263925,0.501528504583435,ns,LHFPL3-AS2
AK092922,-0.0172793612407021,0.525310877243418,0.661810028810233,ns,RFFL
BF438413,0.0172774424038318,0.51481691858158,0.652714947753821,ns,SPATA22
BG387172,0.0172740200394339,0.00483796009014413,0.0207439361233447,ns,CD37
AL137542,0.0172724973581646,0.0868220188473946,0.186271679027621,ns,NA
BE544689,0.0172719127665548,0.914358253925616,0.947028150005493,ns,RTN3
AK055448,-0.0172714698649568,0.842753192508418,0.899124423264026,ns,ZNF417
U79257,0.0172648467273984,0.204781758207948,0.345209314473892,ns,FBXO21
AF258562,0.0172618846741504,0.92805996161132,0.956051961434319,ns,DTYMK
BF110847,0.0172616027809702,0.0261107694786004,0.0761677827774075,ns,NA
NM_002737,-0.0172519180758473,0.551462079975427,0.682661980046195,ns,PRKCA
NM_000897,-0.0172490587760428,0.102548516292312,0.210078477072361,ns,LTC4S
AJ406948,0.0172464315522225,0.00451632167827991,0.0196002762091466,ns,KRTAP9-4
AL050043,-0.0172429405687318,0.199096416414969,0.337962036169169,ns,NA
AV652386,-0.0172367154259678,0.388679175011196,0.541695259534915,ns,HAL
BC000268,-0.0172337472722779,0.965829961936773,0.979644826879077,ns,PSMB2
BF432376,0.0172327001262556,0.0132351637221381,0.0456897595674545,ns,GALNT15
BC005343,-0.0172322493298478,0.697159278036936,0.795178873695854,ns,DNAL1
AA765470,-0.0172320652853442,0.944757779857795,0.966797643370067,ns,TRIP11
N53978,0.0172318086354624,0.616149685423297,0.734166399834675,ns,NA
AI863135,-0.0172295655028836,0.765483621396655,0.844368900512266,ns,NA
NM_001570,-0.0172230535331566,0.219579654127142,0.36321491552113,ns,IRAK2
AV730240,-0.01721983148419,0.0381850298931638,0.101208397843016,ns,NA
BC038210,-0.0172176628686285,0.0904821065498115,0.191992357020936,ns,SUCLG2-AS1
BC017857,0.0172140492747395,0.194213068449204,0.332358546899896,ns,PTGIR
AW296203,-0.0172132616057019,0.499416193642926,0.639993818978838,ns,NA
AA742261,0.0172046865821214,0.922517453785612,0.952476874714201,ns,SRGAP2
AF116628,0.0171975462821798,0.0471918178172355,0.118334899261299,ns,TIMM23
AF130074,-0.0171924469780516,0.731084773659705,0.81993495726209,ns,NTMT1
AF119896,0.0171914778663498,0.00234934548641696,0.011490668551826,ns,FAM115A
BE219617,0.0171904440172526,0.228001140596741,0.373192851204603,ns,NA
BC034928,-0.0171870858178491,0.385524775419243,0.538606445472643,ns,NA
BC042080,-0.0171858578360791,0.194517234678437,0.332681001424698,ns,LOC101927710
AK024938,0.0171820785874717,0.381376010718077,0.53453324966884,ns,NA
AA778617,0.0171815837920843,0.107553137995933,0.217532017086581,ns,NA
NM_002138,-0.0171780099205732,0.379131690754698,0.532467186832956,ns,NA
NM_015718,0.0171727994254085,0.00345753198648351,0.0157526944719116,ns,NOX3
BC035742,0.0171717179138757,0.302177976089996,0.456056093743519,ns,SPATA45
NM_017783,-0.0171661626561104,0.0651920001811515,0.150938218835562,ns,CHD7
AF152505,-0.0171659201403926,0.0346897537399421,0.0941746543221882,ns,PCDHGA11
AW195553,-0.0171528960729168,0.305701912736035,0.459659661359904,ns,RP11-436D10.3
BC043553,-0.017152133955125,0.347363485417308,0.501614586030711,ns,LINC01115
BF973960,0.0171509679599613,0.0153532288453349,0.0511927399066044,ns,AGAP1
AI733292,-0.0171465507518151,0.395954951761383,0.548561333854501,ns,NA
AW071829,-0.0171416198498417,0.79986941564453,0.869042064150613,ns,AGO1
BE857296,0.0171366951781988,0.443046560341812,0.590797260406479,ns,NA
NM_002418,0.0171341793109663,0.0156862354535264,0.0520076655709897,ns,MLN
AL834187,0.0171287866966143,0.00156137332323947,0.00819228598343056,ns,FCRL5
AW273851,0.0171244226118858,0.222199043141115,0.366415735946184,ns,FSIP2
BE669990,-0.0171181002582785,0.615385042762443,0.733607424700631,ns,NA
AF010144,-0.017117315602075,0.94617221333729,0.967701095302996,ns,NA
S68134,-0.0171167421325804,0.0683734527721776,0.15633808834588,ns,CREM
AA017093,-0.017114301283994,0.625591743207386,0.741389273089533,ns,NA
AF063825,-0.0171118311562046,0.0523993562844494,0.128022459838171,ns,TRPC4
AL049690,0.0171047795696602,0.21497019482106,0.357672087376353,ns,RPS11P1
AK090970,-0.0171035854274564,0.0620304633218788,0.145462222224989,ns,AX746710
AF295730,0.0171035653607694,0.0223214982783079,0.0677999991920595,ns,LINC00470
R19827,-0.0171033917159606,0.54572946437824,0.678117067600028,ns,KCNC3
AA534504,-0.0170984730853794,0.643160476859808,0.754939946976178,ns,DOCK6
AL137293,-0.0170983974352685,0.829165642889666,0.88963987597151,ns,NA
NM_002235,0.017094979849144,0.0989561286391748,0.204917569232596,ns,KCNA6
AK055685,0.0170906208216599,0.656677916798213,0.764819497773577,ns,ASB16-AS1
AK025167,-0.017089688002883,0.0451323943595908,0.114424041838871,ns,NA
AW242829,0.0170806356549942,0.00495207731556039,0.0211369908897772,ns,BC023201
AK097085,-0.0170777956300237,0.266906794294887,0.417599440633679,ns,NA
BC039546,-0.0170626724995357,0.109046365400908,0.219650561465862,ns,DLGAP1-AS3
BC039327,-0.0170585901574603,0.56155207821602,0.691219880265315,ns,CASC17
NM_005238,0.0170512884386156,0.187612741113451,0.324469397378837,ns,ETS1
AL832211,-0.0170505101596916,0.298086126341103,0.451462169395366,ns,MYLK
AL832724,-0.0170496584936752,0.495973017716562,0.637121287494816,ns,NA
AA114843,0.0170483940468271,0.0168007801420645,0.0547524171081615,ns,TRIM3
BE966374,-0.0170427916347666,0.965957607644706,0.979644826879077,ns,YBX1
BF116183,0.0170389412544605,0.970414294273033,0.982467342438002,ns,FAF2
AF125349,0.0170353742897134,0.354348248452138,0.508462469861952,ns,CYTH4
AB051441,-0.0170293030199509,0.622207645551566,0.738869887943198,ns,KIAA1654
AI129699,-0.0170287219889338,0.227554916893435,0.372646584960444,ns,DNASE1
AI688631,-0.0170262755514337,0.966573448471156,0.980050420358606,ns,NA
BF346193,-0.0170235798120344,0.0403774250592504,0.105402816058546,ns,GALNT13
AW409763,0.0170234293218456,0.023552242507119,0.0705882241269503,ns,LRRC28
AA780365,-0.0170121500514324,0.000225602463522535,0.00158101210578162,ns,LOC101928409
NM_005092,0.0170113863020829,0.414012894370725,0.564775157072436,ns,TNFSF18
U63622,-0.0170105266347198,0.376910122671592,0.530424730833706,ns,AQP4
NM_000692,0.017006608854119,0.0877367577611312,0.187713215999712,ns,ALDH1B1
AW474420,0.0170020338856494,0.385261234834681,0.538403536887495,ns,NA
AK091506,0.0169972626038879,0.000511648861874294,0.00319053200428646,ns,GNG4
BM968760,-0.0169933856889886,0.383134220857261,0.536158181819238,ns,AL832615
NM_005523,0.0169932089248959,0.0327706108336996,0.090238560452823,ns,HOXA11
BU632652,0.0169907191833614,0.000250734216971956,0.00173399364207794,ns,NA
AI093569,0.0169838617752973,0.610140084804106,0.72955485928915,ns,CAMK2G
BC010942,-0.0169813314576341,0.0881286372738233,0.188312522232693,ns,ACAT1
AI208619,0.0169808821159316,0.595155969264753,0.717574464620628,ns,NA
AF019382,0.0169800671140714,0.41655948112501,0.567097666413404,ns,LOC100288974
AA968685,0.0169722051946586,0.95679538125041,0.973885300266817,ns,NA
AF199364,0.0169718260233915,0.00288749542262272,0.0135908633556576,ns,SMURF1
NM_003419,-0.0169705006061212,0.789358315098362,0.861719899288703,ns,ZNF345
AK001814,0.0169699711285807,0.63228714656099,0.746505349139273,ns,CEBPZOS
NM_014893,-0.0169683372461411,0.206049005122557,0.346778253212887,ns,NLGN4Y
AF288388,-0.0169660207520921,0.208899355292222,0.350264185834791,ns,CACNG8
AF352026,-0.016957241961217,0.0166834903987327,0.054467686582137,ns,ZNF471
AI264125,-0.016955651485445,0.291482418351309,0.44406185319739,ns,NA
AK025772,0.0169436905000921,0.919912220024417,0.950672613416658,ns,RABL3
AA810156,-0.0169355025684519,0.272274319977165,0.4232166624993,ns,NA
X15880,0.016935152972098,0.0697974781256157,0.15875523296454,ns,COL6A1
BC035989,-0.0169336081383014,0.370893295236677,0.524960361092669,ns,LOC101927126
BC015030,0.0169320476520642,0.844917604546731,0.900571551136083,ns,ZBED1
NM_014801,0.01692644519494,0.689217183720002,0.789270917134459,ns,PCNXL2
AA418028,0.0169249340722195,0.775872036265594,0.851661196642874,ns,LINC00968
BC033035,0.0169239682582771,0.000439718382032343,0.00280606917479929,ns,FLJ25758
H81188,0.0169232839707951,0.763132560544416,0.842917525357082,ns,AC010145.3
AV699382,-0.0169225794352705,0.94474229730881,0.966797643370067,ns,LOC101928403
AI733633,-0.0169200784292229,0.133546512488595,0.254266339650663,ns,NA
AF032887,0.0169178387232614,0.046421170583051,0.116931847657034,ns,FOXO3
AA861875,-0.016915073190803,0.269984778703366,0.420963818858189,ns,SPATA19
AI028170,-0.0169149861554612,0.131306546014135,0.251080770462129,ns,TRIM36
BE218067,-0.0169124627601387,0.104117683868053,0.212289679637334,ns,ZC3H10
AK025114,0.0169016629069945,0.792073715552693,0.863733912932376,ns,NA
X57131,-0.0169001716284418,0.708889680359387,0.803941193485073,ns,U91328.2
BC030058,-0.016894988541436,0.211812036483263,0.353840289668561,ns,TTF2
BC026292,-0.0168915999520549,0.304212024779549,0.458188949511458,ns,RP11-21L23.2
NM_012114,-0.0168886932123797,0.677025231060092,0.780263169104986,ns,CASP14
AI002972,0.0168862653474688,0.0128793006402003,0.0447583357214928,ns,UBIAD1
AI870615,-0.0168860093090126,0.704002895149222,0.800360342078864,ns,PDK2
NM_006737,0.0168847477741347,0.752364486536108,0.834941614837526,ns,KIR3DL1
NM_001322,-0.016884721461218,0.535505569390294,0.670078250453683,ns,CST2
AL832707,0.0168753411072342,0.0657142623331875,0.151876978789774,ns,TNNT2
NM_001241,-0.0168736207202898,0.919517251865242,0.9504241406305,ns,CCNT2
BF001889,-0.0168692239239685,0.00357766952695089,0.0162120200693137,ns,PGS1
BC038756,-0.016867517555013,0.519283247529181,0.656776655796924,ns,LOC101926951
U90273,0.016866273978144,0.488749409428498,0.63093721817764,ns,CTLA4
AI425004,-0.0168637867108901,0.231860890500935,0.377684219075002,ns,NA
AF085953,0.0168621660861223,0.348775377051693,0.502855663215083,ns,NA
AW006499,0.0168589727596258,0.20679346985237,0.3476563660354,ns,ZDHHC1
AA829838,0.016858611523018,0.149486888171298,0.275780408191707,ns,TMEM259
X14346,0.0168585092056812,0.42906970651809,0.578730152681463,ns,EPX
AB006622,0.0168532013531415,0.92871801034434,0.956420048875648,ns,CEP170B
NM_152251,-0.0168516286542033,0.623642958074369,0.740106268561414,ns,DEFB106A
AK021418,-0.0168505593297072,0.45408935276591,0.600914331402432,ns,LOC101929240
NM_004991,0.016848709527296,0.894322388369349,0.934231610482312,ns,MECOM
NM_152719,-0.0168471625277167,0.0360720378671433,0.0969441564902465,ns,SPERT
AL578668,-0.0168426613716992,0.952063137033317,0.971099848229695,ns,SNX14
H22636,0.016837683329892,0.00919431675137806,0.0345414611503756,ns,ZNF775
AA992036,0.0168349099490785,0.000904943176157698,0.00518101076417867,ns,FLCN
BC030522,-0.0168327343821617,0.629945202921997,0.744609712770508,ns,NA
NM_017530,0.016830906928385,0.648277762864425,0.758751345585559,ns,ZNF821
AW665316,-0.0168292114989779,0.727549991524177,0.817352673132078,ns,NA
AI971212,0.0168210754593088,0.0961163153474507,0.200711212100727,ns,SYNJ2
AV699637,0.0168146827444651,0.849649915078631,0.903675524113681,ns,NA
AF141901,-0.0168139956245366,0.0216922660974384,0.0663686122341403,ns,BC127192
AF060927,0.0168113873966234,0.0041956456452896,0.018438625221389,ns,MLLT10
BF515943,-0.016810922291854,0.622599847391758,0.739192319405787,ns,PDE12
AA448694,0.0168094355118096,0.0109678099582399,0.0395500168537047,ns,U2AF1
AW780033,0.0168048335174382,0.0137885687828366,0.0471472017866928,ns,NA
NM_032785,-0.0168046010713372,0.175574423124168,0.309630779194012,ns,AGBL4
AV686810,-0.016803121619327,0.10081243553958,0.2075105360366,ns,RHOB
AF349540,0.0168022559860022,0.00378317801468397,0.0169505866696149,ns,PLA2G12B
BC040586,-0.0168017133360769,0.366251098380045,0.519925950347778,ns,LINC00927
BC036584,-0.0168002589369429,0.558037761553188,0.688154426776328,ns,RP11-36B6.1
BC031252,0.0167985289215946,0.0317864770745378,0.0882226645277666,ns,LINC00521
AI470220,0.0167959413019436,0.797896690268813,0.867831628191343,ns,CDC20B
AI333867,0.0167936506870801,0.315731261931912,0.46970938185474,ns,AC009133.15
AK098364,-0.0167905410637097,0.547975794748449,0.679871917819916,ns,POLR3A
AU148032,-0.0167883917373519,0.841349923488027,0.898030789419763,ns,NA
BQ678521,0.0167855486183943,0.629768366957777,0.744497257931578,ns,LOC152225
AY033902,0.0167839042041482,0.644158438707183,0.755636756016741,ns,SMIM11
AL080157,-0.0167832524020648,0.860068101811341,0.91133077053652,ns,DCAF4
AK027340,-0.0167777037577195,0.101651067374214,0.208733258479017,ns,LOC101928623
T91323,0.0167764303656059,0.5254184142789,0.661841027124687,ns,NA
AF425866,0.0167660885822629,0.0112175980494652,0.0402487801245281,ns,ST3GAL3
NM_014379,-0.0167650205472949,0.536823810362281,0.67123563329247,ns,KCNV1
BF509085,-0.0167574160441313,0.804242019664818,0.872144505072471,ns,TTC33
AI207496,-0.016755652405275,0.0597025574928288,0.141381310049252,ns,NA
AW518486,0.0167550555960743,0.547362506277987,0.679419713517881,ns,TNFSF8
AI003579,-0.0167524150465499,0.84698249263997,0.902034339807713,ns,SLC6A1
AK097242,-0.0167499442535819,0.345007787340154,0.499282163601883,ns,AK097242
R94508,0.016747746944614,0.00187169462537515,0.00950961564569848,ns,NA
AJ406933,-0.0167461129259223,0.109952323761796,0.220985031376843,ns,KRTAP3-3
AI494113,0.0167460243638846,0.927802600742869,0.955865955592634,ns,NA
AI356774,0.0167425901209075,0.0470260153054295,0.118026264133236,ns,LRIG1
AL833335,0.0167409654165729,0.0296890655923933,0.083854413487659,ns,ATP1A4
NM_147199,-0.0167395679939557,0.0972253793643248,0.202311026294305,ns,MRGPRX1
AA584875,-0.0167387431801536,7.42576279311975e-05,0.000610022839080399,ns,NA
AI686793,0.016722575324869,0.117889540887336,0.232530392100551,ns,NA
BC019031,0.0167191864355465,0.00230977815246749,0.0113194467193743,ns,NA
AL133612,0.0167187852340502,0.00181297492359161,0.00926904184304483,ns,PITPNM2
AF143879,-0.0167161369317821,0.0521292554633614,0.127555086612464,ns,NA
BC020943,-0.0167065101301622,0.0516379964002621,0.126669098688711,ns,ATP8A1
AW779828,-0.0167051830001408,0.616772960000618,0.734604533280566,ns,SLC4A9
BM849515,0.0167031752054023,0.91898439248995,0.950183456239421,ns,LRRK1
BC034424,-0.0167030283084078,0.732085644263436,0.820669840513959,ns,HEXA
NM_021094,0.0167020904817234,0.0109639442574591,0.0395422837342707,ns,SLCO1A2
AI290969,0.0166990659251292,0.385745330376538,0.538831872723069,ns,LOC728705
NM_015720,0.0166967590239022,0.768982288686171,0.846821723469398,ns,PODXL2
AK023895,-0.016696501142067,0.949746849319429,0.969903973257825,ns,NA
U80987,0.0166903712641362,0.289040009709559,0.441412210236519,ns,TBX5
BC004424,0.0166844537422328,0.957364435634404,0.974162976203079,ns,POLR3C
BF750565,0.0166840151822454,0.0307992949550617,0.0861745937486952,ns,OTUD4
BC031013,0.0166768106785244,0.276326232421042,0.427694111555803,ns,NA
BF110506,-0.0166765043450532,0.254798340846813,0.404397029603807,ns,LOC100129175
AI341389,0.0166695657423266,0.110294318721105,0.221398602022982,ns,ARX
AF303002,-0.0166689919056,0.110714093425429,0.22200950189987,ns,NEUROG2
AI791835,-0.016668365395927,0.294080850578172,0.446973101765159,ns,NA
AU145867,0.0166617867675307,0.145735115712289,0.27047617326158,ns,UBR4
BC036199,-0.0166564107385156,0.0318904744801521,0.088446846573913,ns,IFITM10
BC035912,-0.0166526136070968,0.657143362938756,0.765165777885728,ns,DPP6
AI700882,0.0166464258799284,0.0162866149605374,0.0534788902621351,ns,SLC13A3
AW450626,-0.0166411915359936,0.323074896822151,0.477155668482069,ns,NA
R60139,0.0166406120959359,0.058074225365711,0.138404892457675,ns,UNC13A
NM_002119,0.0166361309324308,0.541872425867309,0.675091004636329,ns,HLA-DOA
AL832613,0.0166350108262661,0.895641206066519,0.935287261212873,ns,SLC46A1
AL049275,-0.016629536688989,0.597830791260362,0.719728987125275,ns,NA
BF057220,0.0166212020416658,0.841559041884147,0.898183778667558,ns,RP11-1007O24.2
NM_003266,0.0166199652373966,0.0205033809723386,0.0635840366823412,ns,TLR4
AF038554,-0.0166181287960381,0.668347624663772,0.773659230288106,ns,DENR
BF115826,0.0166162716633171,0.615697241733533,0.73385145051928,ns,NA
